customer_key,customer_id,customer_name,sub_trade_channel,trade_channel,super_channel,business_segment,business_type,sales_organization,sales_office,market_unit,cdm_tier
5973,600405209,LAWRENCEBURG VP RACING FUELS,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
5974,600405319,CLARKS PUMP N SHOP #0071,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"PORTSMOUTH, OH",CENTRAL MUGM,
5975,600405357,CORINTH FASTLANE,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
5976,600405368,STEVE S SUNOCO,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
5977,600405372,TIC TOC FOOD MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
5978,600405523,FRESH THYME MKT #801NWP,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
5979,600405565,MOORESHILL FOOD MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
5980,600405843,TRIUMPH ENERGY #0014,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
5981,600405912,REMKES TURKETFOOT #0008,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
5982,600406009,UNITED DAIRY FARMERS #0147,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
5983,600406055,SUPER QUIK #0001,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"PORTSMOUTH, OH",CENTRAL MUGM,
5984,600406057,SUPER QUIK #0002,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"PORTSMOUTH, OH",CENTRAL MUGM,
5985,600406061,SUPER QUIK #0008,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"PORTSMOUTH, OH",CENTRAL MUGM,
5986,600406067,SPEEDWAY #9510,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"PORTSMOUTH, OH",CENTRAL MUGM,
5987,600406186,CLARKS PUMP N SHOP #0075,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"PORTSMOUTH, OH",CENTRAL MUGM,
5988,600406191,CLARKS PUMP N SHOP #0005,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"PORTSMOUTH, OH",CENTRAL MUGM,
5989,600406216,MEIJER EXPRESS #0168,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
5990,600406909,WALMART #2638 SC IS FRNT GM,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,FSV - Full Service,CCBCC Operations,"PORTSMOUTH, OH",CENTRAL MUGM,
5991,600406970,ZIP ZONE #0021,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"PIKEVILLE, KY",CENTRAL MUGM,
5992,600406974,DAVIS GROCERY,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"PIKEVILLE, KY",CENTRAL MUGM,
5993,600407009,FOOD CITY #0471,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"PIKEVILLE, KY",CENTRAL MUGM,
5994,600407012,QUICKMART 1 SAASOA,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"PIKEVILLE, KY",CENTRAL MUGM,
5995,600407026,THREE RIVERS FOOD MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"PIKEVILLE, KY",CENTRAL MUGM,
5996,600407045,DOLLAR GENERAL #00340,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"PIKEVILLE, KY",CENTRAL MUGM,
5997,600407052,DOLLAR GENERAL #03407,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"PIKEVILLE, KY",CENTRAL MUGM,
5998,600407082,BUCK MART HOLDINGS LLC,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"PIKEVILLE, KY",CENTRAL MUGM,
5999,600407704,AUTOZONE #4541,OTHER AUTOMOTIVE SER,AUTOMOTIVE SERVICES,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
6000,600407712,FAMILY DOLLAR #09271,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
6001,600407721,KROGER #0466,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
6002,600407723,MURPHY USA #8711,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
6003,600407739,CVS #06784,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
6004,600407751,WALMART #4461 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"PIKEVILLE, KY",CENTRAL MUGM,Katherine Fonde
6005,600407753,FAMILY DOLLAR #11480,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"PORTSMOUTH, OH",CENTRAL MUGM,
6006,600407759,FAMILY DOLLAR #01533,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
6007,600407779,FAMILY DOLLAR #03193,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
6008,600407790,WALGREENS #05548,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
6009,600407798,FAMILY DOLLAR #00804,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"PORTSMOUTH, OH",CENTRAL MUGM,
6010,600410805,WALMART #1961 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,Katherine Fonde
6011,600410806,WALMART #1426 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"PORTSMOUTH, OH",CENTRAL MUGM,Katherine Fonde
6012,600410807,KROGER #0367,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
6013,600410811,KROGER #0364,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
6014,600410824,TARGET #2483,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
6015,600410830,KROGER #0475,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
6016,600410855,FAMILY DOLLAR #05077,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
6017,600410856,CIRCLE K #4702227,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
6018,600410859,ARA TOYOTA NORTH #0227,OTHER BUSINESS AND P,BUSINESS & PROFESSIONAL OFFICE,AT-WORK,ON PREMISE,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
6019,600410862,KROGER #0392,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
6020,600410863,WALMART #1160 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,Richard Marcum
6021,600519161,WALMART #1655 SC BRKRM,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,FSV - Full Service,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6022,600519172,WALMART #2388 SC LEFT FOYER,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,FSV - Full Service,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6023,600519739,WALMART #2678 SC IS MERCH,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,FSV - Full Service,CCBCC Operations,"SOUTH BEND, IN",MID WEST MUGM,
6024,600520082,NDU CAVANAUGH HALL BB,UNIVERSITY,COLLEGE/UNIVERSITY,EDUCATIONAL,ON PREMISE,FSV - Full Service,CCBCC Operations,"SOUTH BEND, IN",MID WEST MUGM,
6025,600520084,NDU COMPTON FAMILY ICE BB NCB,UNIVERSITY,COLLEGE/UNIVERSITY,EDUCATIONAL,ON PREMISE,FSV - Full Service,CCBCC Operations,"SOUTH BEND, IN",MID WEST MUGM,
6026,600520622,IUSB NORTHSIDE #0045,UNIVERSITY,COLLEGE/UNIVERSITY,EDUCATIONAL,ON PREMISE,FSV - Full Service,CCBCC Operations,"SOUTH BEND, IN",MID WEST MUGM,
6027,600520833,HARRISON HALL DAS,UNIVERSITY,COLLEGE/UNIVERSITY,EDUCATIONAL,ON PREMISE,FSV - Full Service,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6028,600520836,HAWKINS HOUSE CTR,UNIVERSITY,COLLEGE/UNIVERSITY,EDUCATIONAL,ON PREMISE,FSV - Full Service,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6029,600520935,WALMART #1547 SC BRKRM,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,FSV - Full Service,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6030,600521517,SIMON TIPPEOE MALL ENT B DAS,OTHER GENERAL MERCHA,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,FSV - Full Service,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6031,600523178,STOP ON THE WAY #0003,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6032,600523180,JUST SMOKE #8,BOOKS/OFFICE/NEWS/TO,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6033,600523250,CITGO GAS AND FOOD,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ANDERSON, IN",MID WEST MUGM,
6034,600523259,MENARDS #3511,HARDWARE/HOME IMPROV,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6035,600523263,MENARDS #3170,HARDWARE/HOME IMPROV,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6036,600523278,MENARDS #3208,HARDWARE/HOME IMPROV,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6037,600523298,WALGREENS #10184,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"SOUTH BEND, IN",MID WEST MUGM,
6038,600523462,RURAL KING #038,OTHER GENERAL MERCHA,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6039,600523465,PHILS ONE STOP #0002,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6040,600523503,WALGREENS #09711,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6041,600523535,WALGREENS #10124,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"SOUTH BEND, IN",MID WEST MUGM,
6042,600523584,KROGER #0425,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6043,600523587,KROGER #0407,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6044,600523588,KROGER #0410,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6045,600523697,FAMILY DOLLAR #07695,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"ANDERSON, IN",MID WEST MUGM,
6046,600523792,DOLLAR GENERAL #00131,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"ANDERSON, IN",MID WEST MUGM,
6047,600523796,DOLLAR GENERAL #04924,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"ANDERSON, IN",MID WEST MUGM,
6048,600523800,DOLLAR GENERAL #01576,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"ANDERSON, IN",MID WEST MUGM,
6049,600523801,DOLLAR GENERAL #01548,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"ANDERSON, IN",MID WEST MUGM,
6050,600523817,DOLLAR GENERAL #02715,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6051,600523821,DOLLAR GENERAL #07604,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6052,600523828,DOLLAR GENERAL #00824,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6053,600523836,DOLLAR GENERAL #03856,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6054,600523844,DOLLAR GENERAL #08478 MARKET,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6055,600523846,DOLLAR GENERAL #09572,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6056,600523847,DOLLAR GENERAL #09704,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6057,600523860,DOLLAR GENERAL #11037,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"ANDERSON, IN",MID WEST MUGM,
6058,600523867,DOLLAR GENERAL #06814,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6059,600523883,DOLLAR GENERAL #10598,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6060,600523893,DOLLAR GENERAL #04223 MARKET,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"SOUTH BEND, IN",MID WEST MUGM,
6061,600523895,DOLLAR GENERAL #08115,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"SOUTH BEND, IN",MID WEST MUGM,
6062,600523904,DOLLAR GENERAL #08284,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6063,600523928,MORNINGSTAR TRUCK AND AUTO,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6064,600523985,CVS #08650,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6065,600524117,D AND D TIMESAVER GERBER DELI,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6066,600524124,REID MEMORIAL HOSPITAL GIFT SHOP,HOSPITAL,HEALTH/HOSPITAL,HEALTH/HOSPITAL,ON PREMISE,DSD,CCBCC Operations,"ANDERSON, IN",MID WEST MUGM,
6067,600524184,DOLLAR GENERAL #11320,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"ANDERSON, IN",MID WEST MUGM,
6068,600524250,PAK A SAK #0040,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"SOUTH BEND, IN",MID WEST MUGM,
6069,600524251,PAK A SAK #0041,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"SOUTH BEND, IN",MID WEST MUGM,
6070,600524315,BURGER DAIRY II,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6071,600524319,DOLLAR GENERAL #11543,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"SOUTH BEND, IN",MID WEST MUGM,
6072,600524322,SPARKY MART #469 HWY 27,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6073,600524430,CIRCLE K #4702248,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6074,600524449,WALGREENS #09279,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"ANDERSON, IN",MID WEST MUGM,
6075,600524514,LEO STOP N GO,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6076,600524681,SUBWAY #02449,QSR-SANDWICH,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,Secondary Volume,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6077,600524697,SUBWAY #11489,QSR-SANDWICH,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,Secondary Volume,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6078,600524757,DOLLAR GENERAL #11730,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6079,600524760,CHICK FIL A,QSR-CHICKEN,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,Secondary Volume,CCBCC Operations,"SOUTH BEND, IN",MID WEST MUGM,
6080,600524874,CIRCLE K #4702255,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6081,600524875,SUBWAY #14172,QSR-SANDWICH,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,Secondary Volume,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6082,600524952,CHICAGO STATION MARATHON,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"SOUTH BEND, IN",MID WEST MUGM,
6083,600525044,JUNCTION FOOD MART NEW,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6084,600525055,MAPLE CREST MARATHON,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6085,600525149,WALGREENS #02467,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6086,600525233,FRENDLY EXP MART #1,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"SOUTH BEND, IN",MID WEST MUGM,
6087,600525267,FRANKE PARK GASWAY,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6088,600525301,DOLLAR GENERAL #12077,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6089,600525552,PILOT TRAVEL CTR #0655,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ANDERSON, IN",MID WEST MUGM,
6090,600525629,CITGO FOODMART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6091,600525682,SWEETSER FOOD MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ANDERSON, IN",MID WEST MUGM,
6092,600525757,QUICK PANTRY,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6093,600525786,MARTINS SUPERMARKET #0026,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6094,600525828,PAK A SAK #0085,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6095,600525845,SPEEDWAY #8087,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ANDERSON, IN",MID WEST MUGM,
6096,600525962,ROAD RANGER #141,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6097,600526003,HILTON GARDEN INN,HOTEL/MOTEL/RESORT/I,LODGING,TRAVEL/TRANSPORTATION/HOSPITALITY,ON PREMISE,DSD,CCBCC Operations,"SOUTH BEND, IN",MID WEST MUGM,
6098,600526314,MAIN STREET MINI MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6099,600526532,DOLLAR GENERAL #12860,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6100,600526685,LASSUS HANDY DANDY #0047,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6101,600526738,FAST JACKS MARATHON,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6102,600526790,MIDTOWN COUNTRYMARK,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ANDERSON, IN",MID WEST MUGM,
6103,600526820,ALTAM INC,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"FT. WAYNE, IN",MID WEST MUGM,
6104,600526902,BHG CHINESE BISTRO,FSR-ASIAN,FULL SERVICE RESTAURANT-FSR,EATING & DRINKING,ON PREMISE,DSD,CCBCC Operations,"SOUTH BEND, IN",MID WEST MUGM,
6105,600526943,SPEEDWAY #8039,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ANDERSON, IN",MID WEST MUGM,
6106,600526951,SPEEDWAY #8026,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ANDERSON, IN",MID WEST MUGM,
