SOP Type,SOP Number,Item Number,Item Description,QTY,Unit Cost,Unit Price,Customer Number,Customer Class,Document Status,Item Class Code,Posting Status,Salesperson ID,Void Status
Invoice,INVS3008,5-FEE,T0102 - Per Call Fee,1,8,100,AARONFIT0001,USA-ILMO-T1,Posted,,Posted,PAUL W.,Normal
Invoice,INVS3008,5-FEE,T0102 - Per Call Fee,1,8,115,AARONFIT0001,USA-ILMO-T1,Posted,,Posted,PAUL W.,Normal
Invoice,INVS3009,5-STDLABOR,T0102 - Standard service labor,2,75,250,NOVASYST0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3009,5-STDLABOR,T0102 - Standard service labor,0.5,75,250,NOVASYST0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3009,5-TVLLABOR,T0102 - Travel Labor,0.5,50,75,NOVASYST0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3009,5-OVTLABOR,T0102 - Overtime service labor,1,137.5,250,NOVASYST0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3009,5-FEE,T0102 - Per Call Fee,1,8,100,NOVASYST0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3009,5-FEE,T0102 - Per Call Fee,1,8,115,NOVASYST0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3010,5-STDLABOR,T0102 - Standard service labor,2,75,250,UNIFIEDW0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3010,5-STDLABOR,T0102 - Standard service labor,0.5,75,250,UNIFIEDW0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3010,5-TVLLABOR,T0102 - Travel Labor,0.5,50,75,UNIFIEDW0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3010,5-OVTLABOR,T0102 - Overtime service labor,1,137.5,250,UNIFIEDW0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3010,5-FEE,T0102 - Per Call Fee,1,8,100,UNIFIEDW0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3010,5-FEE,T0102 - Per Call Fee,1,8,115,UNIFIEDW0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3011,5-TVLLABOR,T0102 - Travel Labor,0.5,50,75,ROSELLEN0001,CAN-ONMBSK-T6,Posted,,Posted,GARY W.,Normal
Invoice,INVS3011,5-OVTLABOR,T0102 - Overtime service labor,1,137.5,250,ROSELLEN0001,CAN-ONMBSK-T6,Posted,,Posted,GARY W.,Normal
Invoice,INVS3011,5-FEE,T0102 - Per Call Fee,1,8,15,ROSELLEN0001,CAN-ONMBSK-T6,Posted,,Posted,GARY W.,Normal
Invoice,INVS3012,3-E4592A,T0106 - SurgeArrest Plus,1,60,90,REYNOLDS0001,USA-INMI-T2,Posted,COMPONENTS,Posted,GREG E.,Normal
Invoice,INVS3012,5-TVLLABOR,T0106 - Travel Labor,0.5,50,75,REYNOLDS0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3012,5-STDLABOR,T0106 - Standard service labor,0.92,75,150,REYNOLDS0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3012,5-FEE,Per Call Fee,1,8,15,REYNOLDS0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3013,3-E4592A,T0101 - SurgeArrest Plus,1,60,90,HOMEFURN0001,USA-INMI-T2,Posted,COMPONENTS,Posted,GREG E.,Normal
Invoice,INVS3013,5-TVLLABOR,T0101 - Travel Labor,0.5,50,75,HOMEFURN0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3013,5-OVTLABOR,T0101 - Overtime service labor,2.25,137.5,250,HOMEFURN0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3013,5-FEE,Per Call Fee,1,8,15,HOMEFURN0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,RMA003000,3-B3813A,Keyboard,2,50,60,COMPUTER0003,AUSTRALIA-T8,Posted,COMPONENTS,Posted,IAN M.,Normal
Invoice,RMA003001,3-C2924A,"SCSI Cable, 2.5m. 68-pin HI-Density",3,90,139.5,ADAMPARK0001,USA-INMI-T2,Posted,COMPONENTS,Posted,GREG E.,Normal
Invoice,RMA003001,3-E4471A,"HP Extractor Fan, 200-240V",2,100,167,ADAMPARK0001,USA-INMI-T2,Posted,COMPONENTS,Posted,GREG E.,Normal
Invoice,RMA003001,3-B3813A,Keyboard,2,50,60,ADAMPARK0001,USA-INMI-T2,Posted,COMPONENTS,Posted,GREG E.,Normal
Invoice,RMA003002,3-E4592A,SurgeArrest Plus,6,60,90,FRANCHIS0001,USA-ILMO-T1,Posted,COMPONENTS,Posted,PAUL W.,Normal
Invoice,RMA003003,3-J2094A,HP-PB 16 Channel RS-232C Modem Conn MUX,1,2150,2623,GREENWAY0001,USA-ILMO-T1,Posted,MODEMS,Posted,PAUL W.,Normal
